itemno;itemname;indent;client;project;capacity_each;dia_mm;tl_to_tl_length;moc;design_pressure_bar;weights;quantity
1;Air Storage Vessel;Indent1;ISRO - TWT;TRISONIC WIND TUNNEL Project;770 Cu Mtr;4500;45500;;16;1320000;6
